Frequency of Total,Dollars In This PC,Purpose Code,Conner Estimate,Jamie Estimate,Final Estimate,Spider Estimate,Score,Score w/o PC,,
7.51E-06,"$11,852.42",IE-GOSAR-DIRECT MAIL PRODUCTION,,,,,,,,
7.51E-06,$161.43,ESTIMATED COST FOR CANVASSING SUPPLIES FOR 4/13-4/20,,,,,,,,
7.51E-06,$699.40,IE-DESANTIS-ONLINE PROCESSING,,,,,,,,
7.51E-06,$839.73,IE-GLENN-PRINTING,,,,,,,,
7.51E-06,"$1,140.00",IE-LUGAR-BUTTONS/LAPEL STICKERS,,,,,,,,
7.51E-06,"$93,385.40",WEB AD PLACEMENT (PRIVATE),,,,,,,,
7.51E-06,"$13,331.32",WEB AD PLACEMENT (PRYOR IS OUT OF TOUCH),,,,,,,,
7.51E-06,"$22,650.00",IE-GLENN-EMAIL LIST RENTAL,,,,,,,,
7.51E-06,$37.71,STAFF & EMAIL FOR EMC UPDATE,,,,,,,,
7.51E-06,"$134,006.12",IE-LUGAR-PRINTING/POSTAGE,,,,,,,,
7.51E-06,"$5,760.00",IE-LUGAR-STAFF & OVERHEAD,,,,,,,,
7.51E-06,"$525,637.50",IE-GARCIA-MEDIA BUY,,,,,,,,
7.51E-06,"$50,610.27",IE-LUGAR-TELEMARKETING,,,,,,,,
7.51E-06,"$1,904,843.00",TELEVISION MEDIA BUY - 'HEADLINES',,,,,,,,
7.51E-06,"$12,600.00",INTERNET WEBSITE DEVELOPMENT (WHEREISTHECHANGE.ORG),,,,,,,,
7.51E-06,"$6,513.55",GOTV FIELD  OUTREACH,,,,,,,,
7.51E-06,$58.60,FUEL FOR CANVASS,,,,,,,,
7.51E-06,"$263,644.00",IE-FLAKE-VOTER MAIL,,,,,,,,
7.51E-06,"$86,314.50",IE-FLAKE-VOTER ID,,,,,,,,
7.51E-06,"$333,276.00",IE-MACK-DIRECT MAIL,,,,,,,,
7.51E-06,"$1,740.00",TELEVISION FILM AND PRODUCTION COSTS (ESTIMATE),,,,,,,,
7.51E-06,"$3,112.92",TELEVISION FILM AND PRODUCTION COSTS,,,,,,,,
7.51E-06,"$4,935.05",IE-RAESE-ONLINE PROCESSING,,,,,,,,
7.51E-06,$800.00,GOTV EVENT VENUE,,,,,,,,
7.51E-06,"$39,623.04",GOTV DIRECT MAIL,,,,,,,,
7.51E-06,"$4,551.77",GOTV ADVERTISING,,,,,,,,
7.51E-06,"$17,585.26",TELEPHONE TOWN HALL,,,,,,,,
7.51E-06,"$4,670.49",IE-HATCH-AUTO CALLS,,,,,,,,
7.51E-06,$604.23,IE-LEE-EMAIL USAGE,,,,,,,,
7.51E-06,"$62,955.81",IE-HATCH-AD PRODUCTION/ARTWORK,,,,,,,,
7.51E-06,"$24,833.94",POSTAGE FOR ED CASE MAILING #2,,,,,,,,
7.51E-06,"$15,873.40",IE-ROTHFUS-SIGNAGE,,,,,,,,
7.51E-06,"$34,730.00",FULFILLMENT ITEMS - BUTTONS,,,,,,,,
7.51E-06,$742.69,IE-LEE-PRINTING,,,,,,,,
7.51E-06,"$15,800.00",ACCOUNTING FEES,,,,,,,,
7.51E-06,"$23,680.00",1/3 OF TV BUY,,,,,,,,
7.51E-06,"$84,150.00",INVOICE,,,,,,,,
7.51E-06,"$44,904.00",RADIO AND TELEVISION AD PRODUCTION,,,,,,,,
7.51E-06,$596.83,"POSTAGE, 3RD CD FLIER",,,,,,,,
7.51E-06,"$15,000.00",1/3 SHARE OF PRE-PAID IE VIA ONLINE DISTRIBUTION,,,,,,,,
7.51E-06,"$577,140.00",RADIO AND TELEVISION ADVERTISING AND PRODUCTION; ALSO SUPPORTS NEWT GINGRICH,,,,,,,,
7.51E-06,"$10,691.81",WEB AD PLACEMENT (NO TO NUNN),,,,,,,,
7.51E-06,"$8,795.45",IE-LEE-WEB ADS,,,,,,,,
7.51E-06,"$34,842.87",FULFILLMENT ITEMS - BOOKLETS,,,,,,,,
7.51E-06,$345.00,IE-HASNER-DOOR HANGERS,,,,,,,,
7.51E-06,"$2,871.14",TELEPHONE NUMBER LIST AQUISITION,,,,,,,,
7.51E-06,"$9,002.40",FULFILLMENT ITEMS - AUDIO BOOKS,,,,,,,,
7.51E-06,$350.00,PHOTO BOOTH,,,,,,,,
7.51E-06,$991.32,STAFF EXPENSES (EXCEEDED $10K ON 10/10/2016),,,,,,,,
7.51E-06,"$53,000.00",GOTV CALLS FOR JONI ERNST (11/01 - 11/04/2014),,,,,,,,
7.51E-06,$780.00,ESTIMATED COST: CANVASS LITERATURE,,,,,,,,
7.51E-06,$37.40,GRAPHIC DESIGN - VOTE FOR ANN KUSTER (ESTIMATED),,,,,,,,
7.51E-06,$300.00,AD PRODUCTION - ELECT HILLARY CLINTON RALLY - NON-CONTRIBUTION ACCOUNT,,,,,,,,
7.51E-06,"$20,838.35",IE-NEUMANN-EMAIL LIST RENTAL,,,,,,,,
7.51E-06,"$376,433.39",IE-NELSON-CANDIDATE BOOKS,,,,,,,,
7.51E-06,$133.01,ADDITIONAL TV AD PRODUCTION COSTS (FROM ADVANCE LINE 21),,,,,,,,
7.51E-06,"$66,360.97",POSTCARD PRODUCTION AND POSTAGE,,,,,,,,
7.51E-06,"$1,661.50",IN KIND CONTRIBUTION OF BUS TOUR TRAVEL EXPENSES,,,,,,,,
7.51E-06,"$31,275.18",IE-TISEI-MEDIA PRODUCTION,,,,,,,,
7.51E-06,"$27,890.00",WEB PRODUCTION,,,,,,,,
7.51E-06,"$160,359.00",EVENT PRODUCTION,,,,,,,,
7.51E-06,"$6,010.00","HOTEL, AIR FARE AND CAR RENTAL FOR CANVASS",,,,,,,,
7.51E-06,"$12,800.00",IN KIND - RADIO ADVERTISING,,,,,,,,
7.51E-06,"$200,000.00",TELEVISION ADVERTISING FOR 10/07/13 WYOMING AD,,,,,,,,
7.51E-06,"$129,000.00",IN KIND - POLLING,,,,,,,,
7.51E-06,$747.39,EVENT SPACE RENTAL,,,,,,,,
7.51E-06,"$11,070.00",TELEVISION ADVERTISING BUYS,,,,,,,,
7.51E-06,$74.62,"EVENT SUPPLIES - FLAGS, PENS, MARKERS, BALLOONS",,,,,,,,
7.51E-06,"$1,722.70",IE-DESANTIS-EMAIL MARKETING,,,,,,,,
7.51E-06,"$17,000.00",IE-BEVIN-MEDIA PRODUCTION,,,,,,,,
7.51E-06,$87.40,"EVENT SUPPLIES - PLATES, FORKS, CUPS, FLAGS",,,,,,,,
7.51E-06,"$32,831.00",REIMBURSE PRODUCTION COSTS DIGITAL AD,,,,,,,,
7.51E-06,"$6,176.47",HULU.COM AD BUY,,,,,,,,
7.51E-06,"$2,262.13",IE-NEWHOUSE-TELEMARKETING,,,,,,,,
7.51E-06,$600.00,PHONE EXPENSE [ESTIMATE],,,,,,,,
7.51E-06,$632.11,WEB COPYWRITING - ESTIMATED COST,,,,,,,,
7.51E-06,"$7,638.19",WEB COSTS,,,,,,,,
7.51E-06,"$35,891.00",WEB DESIGN,,,,,,,,
7.51E-06,"$712,303.09",TELEVISION ADVERTISING AND PRODUCTION,,,,,,,,
7.51E-06,"$5,467.46",IE-BEVIN-GRASSROOTS CONSULTING,,,,,,,,
7.51E-06,$39.50,TAXI FROM AIRPORT,,,,,,,,
7.51E-06,$410.64,SIGNAGE FOR RALLY,,,,,,,,
7.51E-06,"$1,258.20",POSTAGE FOR MAILING CAMPAIGN MATERIALS TO VOTERS,,,,,,,,
7.51E-06,"$1,425,000.00",IE-TISEI-MEDIA BUY,,,,,,,,
7.51E-06,$57.89,EVENT GENERATOR RENTAL,,,,,,,,
7.51E-06,"$13,851.55",PHONE CALLERS PAY,,,,,,,,
7.51E-06,"$1,200.00",IE-MOURDOCK-POLLING DATE,,,,,,,,
7.51E-06,"$17,400.00",WEBSITE INFRASTRUCTURE COSTS - DISSEMINATION DATE 7/12/12,,,,,,,,
7.51E-06,"$83,797.00",2016 GENERAL,,,,,,,,
7.51E-06,"$2,280.00",FLAT EARTH FIVE WEB VIDEO,,,,,,,,
7.51E-06,"$1,261,297.62",IN-KIND: EST. PAYMENT FOR SALARY AND OTHER CANVASS-RELATED EXPENSES FROM 10/1-11/6/12,,,,,,,,
7.51E-06,"$10,090.28",IE-TESTER-ONLINE ADS,,,,,,,,
7.51E-06,"$1,423.91",IE-MOURDOCK-SHIPPING,,,,,,,,
7.51E-06,"$4,364.39",IE-BUCK-DOOR HANGERS,,,,,,,,
7.51E-06,"$6,066.54",TEAMSTERS FOR OBAMA SHIRTS,,,,,,,,
7.51E-06,"$2,554.40",IE-MOURDOCK-STAFF & OVERHEAD,,,,,,,,
7.51E-06,"$17,139.21",HOTEL AND AIR FARE FOR CANVASS,,,,,,,,
7.51E-06,"$18,625.00",FL VIDEO ADS,,,,,,,,
7.51E-06,"$8,000.00",IN-KIND RECEIVED: VOTER OUTREACH CALLS,,,,,,,,
7.51E-06,"$647,887.00",TELEVISION ADVERTISING OF 'DOOR',,,,,,,,
7.51E-06,"$263,644.00",IE-MOURDOCK-VOTER MAIL,,,,,,,,
7.51E-06,$148.47,RENTAL CAR FOR CONFERENCE,,,,,,,,
7.51E-06,"$24,165.60",IE-BRANNON-YARD SIGNS,,,,,,,,
7.51E-06,$972.36,IE-MULVANEY-DOOR HANGERS,,,,,,,,
7.51E-06,"$16,167.00",3/1 TO 3/3 TELEVISION ADVERTISING,,,,,,,,
7.51E-06,"$173,245.00",TELEVISION ADVERTISING OF 'DESTROY',,,,,,,,
7.51E-06,"$14,911.20",HOTEL EXPENSES FOR INDIVIDUALS MAKING CA,,,,,,,,
7.51E-06,"$3,739.32",IE-PRINTING-JOLLY,,,,,,,,
7.51E-06,"$1,355.85",PHONE LIST,,,,,,,,
7.51E-06,"$55,175.00",IE-MURPHY-ONLINE ADS,,,,,,,,
7.51E-06,$967.96,RENTAL,,,,,,,,
7.51E-06,"$102,775.00",IE-BOUSTANY-ONLINE ADS,,,,,,,,
7.51E-06,"$10,500.00",WEBSITE DESIGN COSTS - DISSEMINATION DATE 7/12/12,,,,,,,,
7.51E-06,"$70,266.00",EXPRESS ADVOCACY MAIL IN OPPOSITION TO HARRY REID,,,,,,,,
7.51E-06,"$61,000.00",IE-PORTMAN-MEDIA PRODUCTION,,,,,,,,
7.51E-06,$174.70,TAXES,,,,,,,,
7.51E-06,"$21,875.00",IE-WEB ADVERTISING,,,,,,,,
7.51E-06,$310.00,WEB ENDORSEMENT,,,,,,,,
7.51E-06,"$5,577.00",AD SUPPORTING ELECTION OF BARACK OBAMA,,,,,,,,
7.51E-06,"$6,422.83",T-SHIRTS AND STICKERS,,,,,,,,
7.51E-06,"$250,000.00",IE-WARD-ONLINE ADS,,,,,,,,
7.51E-06,$350.56,SHIPPING OF BERNIE T-SHIRTS,,,,,,,,
7.51E-06,"$76,629.00",IE TELEVISION AND RADIO,,,,,,,,
7.51E-06,"$642,123.00",TELEVISION ADVERTISEMENT PURCHASE,,,,,,,,
7.51E-06,$773.26,SHIPPING OF YARD SIGNS,,,,,,,,
7.51E-06,$594.17,PHONE CAMPAIGN: POLLING/VOTER ID,,,,,,,,
7.51E-06,$594.33,REIMBURSEMENT FOR MAGAZINE POSTAGE,,,,,,,,
7.51E-06,"$1,037.35",REIMBURSEMENT FOR STAFF TIME,,,,,,,,
7.51E-06,$3.02,WEB HOSTING,,,,,,,,
7.51E-06,"$948,740.00",ADD TO TV AD AIR BUY,,,,,,,,
7.51E-06,"$189,190.00","FEDERAL TV AND CABLE AD DEVELOPMENT, PRODUCTION AND AD BUY",,,,,,,,
7.51E-06,"$4,309.70",REIMBURSEMENT FOR PRINTING CAMPAIGN MATERIALS,,,,,,,,
7.51E-06,$736.44,REIMBURSEMENT FOR MAGAZINE PRINTING,,,,,,,,
7.51E-06,"$19,015.00","FEDERAL DIGITAL AD PRODUCTION, DEVELOPMENT AND BUY",,,,,,,,
7.51E-06,"$137,614.00",FEDERAL GOTV CALLS,,,,,,,,
7.51E-06,$783.00,"WEB HOSTING - SHE WINS, WE WIN (ESTIMATED COST)",,,,,,,,
7.51E-06,"$7,101.50",REIMBURSEMENT FOR PRINTING,,,,,,,,
7.51E-06,"$2,550.00",REIMBURSEMENT FOR POSTAGE FOR MAILING CAMPAIGN MATERIALS,,,,,,,,
7.51E-06,$25.36,REIMBURSEMENT FOR MAGAZINE STAFF TIME,,,,,,,,
7.51E-06,"$9,000.00",IE-WALSH-GRASSROOTS ORGANIZING,,,,,,,,
7.51E-06,"$85,575.00",IE-WALSH-ONLINE ADS,,,,,,,,
7.51E-06,"$32,140.00","FEDERAL RADIO AD PRODUCTION, DEVELOPMENT, BUY AND SHIPPING",,,,,,,,
7.51E-06,"$4,124.94",T-SHIRTS/WRISTBANDS,,,,,,,,
7.51E-06,"$37,116.50","FEDERAL RADIO AD PRODUCTION, DEVELOPMENT AND BUY",,,,,,,,
7.51E-06,"$453,650.00",IE-OPPOSE WARD-MEDIA BUY,,,,,,,,
7.51E-06,"$1,193.00",FACILITY RENTAL,,,,,,,,
7.51E-06,"$1,320.47",PHONE EXPENSE,,,,,,,,
7.51E-06,$446.36,REIMBURSEMENT FOR FACEBOOK ADS,,,,,,,,
7.51E-06,"$1,305.44",IE-POLIQUIN-TRAVEL,,,,,,,,
7.51E-06,"$14,013.00",IE-BERKLEY-ONLINE ADS,,,,,,,,
7.51E-06,"$1,250.00",FIELD ORGANIZING,,,,,,,,
7.51E-06,"$257,470.53",IE-OBAMA-MAILING,,,,,,,,
7.51E-06,"$13,117.45",TARGETED ROBOCALLS,,,,,,,,
7.51E-06,"$16,320.00",FACE BOOK ADVERTISING,,,,,,,,
7.51E-06,$154.68,SIGN MATERIALS FOR RALLY,,,,,,,,
7.51E-06,"$74,472.00",IE-PLUMMER-VOTER MAIL,,,,,,,,
7.51E-06,"$90,000.00",TARGETED INTERNET ADS,,,,,,,,
7.51E-06,"$4,480.80",POSTCARD PRINTING AND POSTAGE,,,,,,,,
7.51E-06,"$234,861.33",TELEVISION ADVERTISEMENT AND PRODUCTION,,,,,,,,
7.51E-06,"$4,500.00",TELEVISION ADVERTISEMENT PRODUCTION,,,,,,,,
7.51E-06,"$3,419.68",POSTCARD PRINTING,,,,,,,,
7.51E-06,"$98,568.00",FIELD CONSULTING SERVICE,,,,,,,,
7.51E-06,"$61,001.00",IE-AYOTTE-MEDIA PRODUCTION,,,,,,,,
7.51E-06,"$20,257.37",FACEBOOK ADS FOR CRUZ,,,,,,,,
7.51E-06,"$20,000.00",TELEVISION ADVERTISING (PRODUCTION COST),,,,,,,,
7.51E-06,"$203,725.00",FIELD CONSULTING,,,,,,,,
7.51E-06,"$7,045.45",IE-ANGLE-WEB ADS,,,,,,,,
7.51E-06,"$74,472.00",IE-WEST-VOTER MAIL,,,,,,,,
7.51E-06,$604.23,IE-ODONNELL-EMAIL USAGE,,,,,,,,
7.51E-06,$401.07,PHONE CREDIT/CARDS FOR EVENT,,,,,,,,
7.51E-06,$679.15,IE-PHONE CALLS-JOLLY,,,,,,,,
7.51E-06,$685.86,"SHIPPING COSTS, APPAREL",,,,,,,,
7.51E-06,"$160,252.08",IE-WEST-DIRECT MAIL,,,,,,,,
7.51E-06,"$7,298.54",IE-WEPRIN-ROBO CALLS,,,,,,,,
7.51E-06,"$3,059.71",IE-WEB SERVICES,,,,,,,,
7.51E-06,"$75,000.00",IE-MOURDOCK-POLLING,,,,,,,,
7.51E-06,"$10,802.26",STOP TRUMP,,,,,,,,
7.51E-06,"$5,841.75",WEBSITE INTERNET ADS,,,,,,,,
7.51E-06,"$95,827.00",IE-CRUZ-SURVEY,,,,,,,,
7.51E-06,"$55,211.82",TELEVISION AND DIGITAL ADVERTISEMENT PRODUCTION - NEWTOWN,,,,,,,,
7.51E-06,"$10,250.00",INTERNET AD PRODUCTION COSTS,,,,,,,,
7.51E-06,"$29,569.89","STAFF TIME, TRAVEL & PHONEBANKING; 10/20 -11/8",,,,,,,,
7.51E-06,"$11,026.00",IE-MCCONNELL-YARD SIGNS,,,,,,,,
7.51E-06,"$1,534.12",IE-MCDANIEL-BUMPER STICKERS,,,,,,,,
7.51E-06,"$10,951.40",IE-CRUZ-SIGNAGE,,,,,,,,
7.51E-06,"$1,779.30",IE-CRUZ-SHIPPING,,,,,,,,
7.51E-06,"$61,180.00",SOCIAL MEDIA PLACEMENT: HEARTBEAT,,,,,,,,
7.51E-06,$37.40,GRAPHIC DESIGN - VOTE FOR CAROL SHEA-PORTER (ESTIMATED),,,,,,,,
7.51E-06,$585.00,AD PRODUCTION - MUSIC,,,,,,,,
7.51E-06,$187.50,IE-CRUZ-ONLINE BLOGGING,,,,,,,,
7.51E-06,$105.75,GRAPHIC DESIGN - VOTE FOR CATHERINE CORTEZ MASTO,,,,,,,,
7.51E-06,"$488,824.88",TELEVISION ADVETISING,,,,,,,,
7.51E-06,"$45,810.09",POST CARDS AND POSTAGE,,,,,,,,
7.51E-06,"$6,205.47",STAFF TIME; 10/1 - 10/18,,,,,,,,
7.51E-06,"$2,276.98",STAFF TIME; 10/20 - 11/8,,,,,,,,
7.51E-06,"$4,405.00",WEBSITE SERVICES (ESTIMATE),,,,,,,,
7.51E-06,$84.38,GRAPHIC DESIGN - VOTE FOR CATHERINE CORTEZ MASTO (ESTIMATED),,,,,,,,
7.51E-06,$162.50,GRAPHIC DESIGN - VOTE FOR DEBORAH ROSS,,,,,,,,
7.51E-06,"$8,497.45",PINS,,,,,,,,
7.51E-06,"$12,237.50",TELEMARKING,,,,,,,,
7.51E-06,"$20,744.75",IE-RADIO-ERNST,,,,,,,,
7.51E-06,"$28,376.20",IE-MCDANIEL-MEDIA PRODUCTION,,,,,,,,
7.51E-06,"$19,532.07",ADVERTISEMENT COST,,,,,,,,
7.51E-06,$47.83,GRAPHIC DESIGN - VOTE FOR MARGARET HASSAN (ESTIMATED),,,,,,,,
7.51E-06,"$13,009.50",SOCIAL MEDIA PLACEMENT -- WISCONSIN; ALSO OPPOSES BARACK OBAMA,,,,,,,,
7.51E-06,"$15,000.00",TELEVISION ADVERTISING PRODUCTION AND MEDIA BUYS,,,,,,,,
7.51E-06,"$30,940.00",IE-STENBERG-MEDIA PRODUCTION,,,,,,,,
7.51E-06,$484.84,IE-CRUZ-TELEMARKETING,,,,,,,,
7.51E-06,"$26,400.00",WEB ADS: INTERVIEW/BISHOPS,,,,,,,,
7.51E-06,$207.39,WEBSITE UPDATE,,,,,,,,
7.51E-06,"$199,967.34",POSTAGE FOR MAILERS (KANDER HEALTHCARE AND OBAMACARE),,,,,,,,
7.51E-06,"$7,494.99",IE-STABENOW-MEDIA BUY,,,,,,,,
7.51E-06,$503.82,STAFF TIME ON SOCIAL POSTS,,,,,,,,
7.51E-06,$66.93,STAFF TIME ON VP SELECTION STATEMENT,,,,,,,,
7.51E-06,"$121,700.00",WEB ADDS,,,,,,,,
7.51E-06,$216.65,STAFF TIME ON WEB CONTENT,,,,,,,,
7.51E-06,"$1,534.56",11/4 TELEVISION ADVERTISING,,,,,,,,
7.51E-06,"$18,980.00",SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BROWN,,,,,,,,
7.51E-06,"$193,670.00",RADIO PRODUCTION AND PLACEMENT,,,,,,,,
7.51E-06,"$11,852.42",IE-DAVIDSON-DIRECT MAIL PRODUCTION,,,,,,,,
7.51E-06,"$5,554.60",IE-RADIO-KING,,,,,,,,
7.51E-06,"$30,000.00",INTERNET ADS PRODUCTION COST - ESTIMATED,,,,,,,,
7.51E-06,"$17,250.00","9,000 POSTCARDS",,,,,,,,
7.51E-06,$21.12,FOOD --TRAVEL FOR RALLY,,,,,,,,
7.51E-06,"$33,453.67",ESTIMATED DIGITAL AD PLACEMENT- MILITARY,,,,,,,,
7.51E-06,"$4,560.00",SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BERKLEY,,,,,,,,
7.51E-06,"$13,010.00",SOCIAL MEDIA PLACEMENT; ALSO OPPOSES BALDWIN,,,,,,,,
7.51E-06,"$2,256.25",GRAPHIC DESIGN - ANOTHER FEMINIST FOR HILLARY (ESTIMATED COST),,,,,,,,
7.51E-06,"$40,500.00",IE-CURBELO-ONLINE ADS,,,,,,,,
7.51E-06,"$209,762.50",IE-CURBELO-MEDIA BUY,,,,,,,,
7.51E-06,"$1,257,257.00",SOCIAL MEDIA PLACEMENT: REAL SOLUTIONS,,,,,,,,
7.51E-06,"$7,160.03",IE-CRUZ-YARD SIGNS,,,,,,,,
7.51E-06,$923.92,IE-MCCONNELL-EMAIL/SOCIAL MEDIA/PRNTING,,,,,,,,
7.51E-06,"$230,000.00",SOCIAL MEDIA PLACEMENT: PROMISES,,,,,,,,
7.51E-06,"$6,700.55",IE-MCCONNELL-OFFICE RENT,,,,,,,,
7.51E-06,$500.01,RFD,,,,,,,,
7.51E-06,$8.50,IE-STENBERG-MAIL PROCESSING,,,,,,,,
7.51E-06,"$6,000.00",RADIO TIME,,,,,,,,
7.51E-06,"$34,927.38",POSTAGE FOR MAILERS (MASTO UBER #2),,,,,,,,
7.51E-06,$706.20,TELE TOWN-HALL GOTV CALL,,,,,,,,
7.51E-06,"$3,500.30",IE-RADIO-BLUM,,,,,,,,
7.51E-06,$27.39,IE-COCHRAN-EMAIL/SOCIAL MEDIA/PRINTING,,,,,,,,
7.51E-06,"$38,365.30",IE-CLINTON-PRINTING,,,,,,,,
7.51E-06,"$39,976.00","2 COLOR/2 SIGNS, H-WIRE STAKES, SHIPPING",,,,,,,,
7.51E-06,"$1,232.68",GRIJALVA MAILER; SUPPORT,,,,,,,,
7.51E-06,"$233,497.50",POSTAGE FOR MAILERS (PAY MORE PATRICK),,,,,,,,
7.51E-06,"$120,775.23",IE-PRINTING/POSTAGE-TILLIS,,,,,,,,
7.51E-06,"$1,950.00",ESTIMATED POSTAGE COST,,,,,,,,
7.51E-06,"$1,660.00",6/23 TO 6/24 RADIO ADVERTISING,,,,,,,,
7.51E-06,"$10,906.00",WEB ADVERTISING PRODUCTION,,,,,,,,
7.51E-06,"$90,000.00",SOCIAL MEDIA COMMUNICATION,,,,,,,,
7.51E-06,"$1,020.00",SECURITY,,,,,,,,
7.51E-06,"$20,000.00",SOCIAL MEDIA AND DISPLAY AD DEVELOPMENT AND AD BUY,,,,,,,,
7.51E-06,"$1,755.00",IE-MOURDOCK-BUTTONS/LAPEL STICKERS,,,,,,,,
7.51E-06,"$39,906.93",IE-PRINTING/POSTAGE-ERNST,,,,,,,,
7.51E-06,"$54,208.00",POLLING EXPENSE,,,,,,,,
7.51E-06,"$82,410.00",INDEP EXPEND: HILLARY GOTV SHIRTS,,,,,,,,
7.51E-06,"$18,949.53",IE-CAIN-ONLINE ADS,,,,,,,,
7.51E-06,"$50,301.34",POSTCARD,,,,,,,,
7.51E-06,"$13,750.00",ESTIMATED RADIO ADVERTISING PRODUCTION COSTS,,,,,,,,
7.51E-06,"$37,000.00",IE-MOURDOCK-GRASSROOTS ORGANIZING,,,,,,,,
7.51E-06,$46.35,HEALTH INSURANCE,,,,,,,,
7.51E-06,"$1,344.60",INDEP EXPEND:  98 VOTES & HILLARY 2016 REPLACEMENT SIGNS,,,,,,,,
7.51E-06,"$1,296.00",ESTIMATED SALARY FOR GROUND CAMPAGIN (5/29/12 - 6/3/12),,,,,,,,
7.51E-06,"$12,800.00",IE-MOURDOCK-MEDIA PRODUCTION,,,,,,,,
7.51E-06,"$1,075.00",WEBSITE MAINTENANCE,,,,,,,,
7.51E-06,"$74,472.00",IE-BUERKLE-VOTER MAIL,,,,,,,,
7.51E-06,"$80,609.00",IE-SCHNEIDER-DIRECT MAIL,,,,,,,,
7.51E-06,"$2,550.00",FLORIDA FIRST DIGITAL CONTENT,,,,,,,,
7.51E-06,"$1,752.00",STAFF-TIME ADMINISTRATIVE,,,,,,,,
7.51E-06,"$50,134.00",INTERNET,,,,,,,,
7.51E-06,"$11,079.87",7/25 ADVERTISING PRODUCTION,,,,,,,,
7.51E-06,"$104,992.00",IE-MCDANIEL-PHONE CALLING,,,,,,,,
7.51E-06,"$15,952.50",SOCIAL MEDIA PLACEMENT -- VIRGINIA; ALSO OPPOSES BARACK OBAMA,,,,,,,,
7.51E-06,"$4,000.00",AD PRODUCTION - RIGHT CHOICE FOR WOMEN - NON-CONTRIBUTION ACCOUNT,,,,,,,,
7.51E-06,"$236,340.00",TELEVISION ADVERTISING OF STRUGGLE,,,,,,,,
7.51E-06,"$18,979.50",SOCIAL MEDIA PLACEMENT -- OHIO; ALSO OPPOSES BARACK OBAMA,,,,,,,,
7.51E-06,"$26,306.34",TELEMARKETING TO POTENTIAL VOTERS,,,,,,,,
7.51E-06,"$7,500.00",ESTIMATED ONLINE VOTER CONTACT COSTS,,,,,,,,
7.51E-06,"$453,853.35",TELEVISION ADVERTISING OF PROBLEM,,,,,,,,
7.51E-06,"$7,500.00",ESTIMATED ONLINE VOTER CONTACT LIST RENTAL COSTS,,,,,,,,
7.51E-06,"$4,496.54",IE-RADIO-ELLMERS,,,,,,,,
7.51E-06,"$150,000.00",ESTIMATED OUTBOUND VOTER CONTACT CALLS FOR JUNE,,,,,,,,
7.51E-06,"$24,000.00",FLORIDA FIRST TELEVISION ADVERTISEMENT PRODUCTION,,,,,,,,
7.51E-06,"$3,450.00",GRAPHIC DESIGN COSTS,,,,,,,,
7.51E-06,"$1,010.17",WEBSITE CONSTRUCTION,,,,,,,,
7.51E-06,$86.91,ADVERTISE,,,,,,,,
7.51E-06,"$50,700.00",IE-STUTZMAN-BLAST EMAIL,,,,,,,,
7.51E-06,$835.43,POSTERS AND FLYERS,,,,,,,,
7.51E-06,"$7,350.82",IE-STUTZMAN-EMAIL LIST USAGE,,,,,,,,
7.51E-06,"$2,600.00",GRAPHICS FOR  MAILPIECE,,,,,,,,
7.51E-06,"$685,788.00",TELEVISION ADVERTISING OF 'TROUBLES',,,,,,,,
7.51E-06,"$1,741.65",INFORMATION IN VOTER GUIDE,,,,,,,,
7.51E-06,"$174,749.20",RADIO/MEDIA PLACEMENT,,,,,,,,
7.51E-06,"$19,500.00",RESEARCH / RESEARCH SERVICES; DISSEMINATION DATE 05/12/2016,,,,,,,,
7.51E-06,"$1,500.00",GRAPHICS FOR MAIL LPIECE,,,,,,,,
7.51E-06,"$5,000.00",WEBSITE CONTENT DEVELOPMENT,,,,,,,,
7.51E-06,"$2,638.83",IE-MILLER-EMAIL LIST USAGE,,,,,,,,
7.51E-06,"$1,470.15",IE-COFFMAN-TRAVEL,,,,,,,,
7.51E-06,"$125,859.23",POSTAGE FOR MAILERS (STRICKLAND NEGATIVE),,,,,,,,
7.51E-06,"$258,100.71",POSTAGE FOR MAILER (KANDER OBAMACARE),,,,,,,,
7.51E-06,"$59,871.00",CREATION AND SENDING OF EMAILS 10/31 - 11/8,,,,,,,,
7.51E-06,"$59,318.90","DESIGN, PRINTING, MAILING AND POSTAGE",,,,,,,,
7.51E-06,"$20,250.00",CONSULTING; PAYMENT FOR EXPENDITURE IS AN IN-KIND CONTRIBUTION FROM NEXTGEN ACTION,,,,,,,,
7.51E-06,$248.33,NEWSPAPER AD - AZ,,,,,,,,
7.51E-06,$182.22,NEWSPAPER AD - CO,,,,,,,,
7.51E-06,"$10,065.15",MEDIA BUY - TV SC,,,,,,,,
7.51E-06,"$32,161.40",MAIL PRODUCTION PRINTING POSTAGE (FIRST AMENDMENT),,,,,,,,
7.51E-06,"$32,161.40",MAIL PRODUCTION PRINTING POSTAGE (ENERGY),,,,,,,,
7.51E-06,"$3,657,000.00",MEDIA BUY AND PRODUCTION (ALSO OPPOSES DANIEL WEBSTER),,,,,,,,
7.51E-06,"$5,541.36",CONSULTING SERVICES FROM 07/26/12,,,,,,,,
7.51E-06,"$98,500.00",RADIO AD PRODUCTION/PLACEMENT,,,,,,,,
